rank,uei,vendor,foreign,amount_M_lifetime,records,fy_count,fys,piid_count,piids
1,W8PTMRME1496,LEONARDO SPA,Yes,1810.2595,448,13,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026",21,"N0002411C2307,N0002411C2309,N0002413C2305,N0002413C2307,N0002413C5116,N0002413C5314,N0002413C5325,N0002414C4313,N0002414C5104,N0002414C5106,N0002414C5114,N0002415C5151,N0002415C5332,N0002418C2305,N0002418C2307,N0002419C2322,N0002419C4452,N0002420C5310,N0002420C5519,N0002423C2307,N0017415C0009"
2,CY16XXPHX213,ARCTIC SLOPE REGIONAL CORPORATION,,987.4426,381,8,"2017,2018,2019,2020,2021,2022,2023,2024",6,"N0002413C5116,N0002414C5104,N0002414C5114,N0002416C5103,N0002419C5102,N0002420C5105"
3,YHJESY2TDP23,MAJOR TOOL AND MACHINE INC,,816.1143,53,6,"2014,2015,2019,2020,2021,2022",3,"N0002412C5311,N0002415C5332,N0002420C5310"
4,VF58HFRNGEL8,GENERAL DYNAMICS CORPORATION,Yes,372.0111,146,8,"2014,2016,2018,2019,2020,2021,2022,2023",14,"N0002413C2307,N0002413C5325,N0002414C5104,N0002415C5151,N0002415C5332,N0002416C5103,N0002417C4109,N0002419C2322,N0002419C5102,N0002420C4468,N0002420C5105,N0002420C5310,N0002422C5500,N0017415C0009"
5,JRZ1WHXAKBM3,GENERAL ELECTRIC COMPANY,,335.5685,34,5,"2021,2022,2023,2024,2025",7,"N0002413C2305,N0002413C2307,N0002418C2307,N0002419C2322,N0002419C4452,N0002420C4400,N0002423C2307"
6,VE65QFAKCLG7,ROLLS-ROYCE HOLDINGS PLC,,257.2133,100,8,"2017,2018,2019,2020,2021,2022,2023,2024",10,"N0002411C2307,N0002411C2309,N0002413C2305,N0002413C2307,N0002414C4313,N0002418C2307,N0002419C2322,N0002420C4400,N0002420C4468,N0002422C4485"
7,NKVZLJL93QT6,NORTHROP GRUMMAN CORPORATION,,249.2584,59,8,"2018,2019,2020,2021,2022,2023,2024,2026",7,"N0002413C2307,N0002414C4313,N0002414C5114,N0002418C2307,N0002419C4452,N0002422C5500,N0002423C2307"
8,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",,178.2302,46,5,"2022,2023,2024,2025,2026",6,"N0002413C2305,N0002413C2307,N0002418C2305,N0002418C2307,N0002419C2322,N0002423C2307"
9,HHBLV49BQUY5,"ADVANCED SCIENCES AND TECHNOLOGIES, LLC",,173.9504,349,8,"2018,2019,2020,2021,2022,2023,2024,2025",7,"N0002413C5116,N0002414C5114,N0002415C5151,N0002415C5332,N0002416C5103,N0002419C5102,N0002420C5105"
10,KUC6XT7KEXN3,CAES SYSTEMS LLC,,169.1834,7,4,"2022,2023,2024,2025",1,N0002422C5500
11,FZPYZ11SFNA6,TIMKEN GEARS & SERVICES INC.,,169.0458,5,2,"2024,2025",2,"N0002413C2307,N0002423C2307"
12,UXEGD3WECED5,"EXTREME ENGINEERING SOLUTIONS, INC.",,151.9162,44,6,"2018,2019,2020,2021,2022,2023",5,"N0002414C5106,N0002414C5114,N0002416C5103,N0002419C5102,N0002420C5105"
13,E582KXT4RVH6,"SUPERIOR ELECTROMECHANICAL COMPONENT SERVICE, INC.",,146.2616,42,7,"2019,2020,2021,2022,2023,2024,2026",6,"N0002413C5314,N0002415C5332,N0002420C5310,N0002420C5380,N0002423C5325,N0002424C5324"
14,GC7MKAN5DG35,IN-DEPTH ENGINEERING CORPORATION,,137.7910,214,7,"2019,2020,2021,2022,2023,2024,2025",6,"N0002413C5116,N0002414C5104,N0002415C5151,N0002416C5103,N0002419C5102,N0002420C5105"
15,GA9GS8RRMSS9,MAJOR TOOL & MACHINE INC,,131.7774,18,4,"2020,2022,2023,2024",4,"N0002415C5332,N0002420C5310,N0002422C5500,N0002423C5325"
16,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,,119.9552,50,7,"2016,2017,2018,2019,2020,2021,2022",7,"N0002413C2305,N0002413C2307,N0002413C5132,N0002413C5325,N0002418C2307,N0002420C4400,N0002421C5393"
17,ZA7HPV7XXUE3,MERRILL TOOL HOLDING COMPANY,,95.8757,47,11,"2013,2014,2015,2016,2019,2020,2021,2022,2023,2025,2026",9,"N0002412C5311,N0002413C5325,N0002415C5332,N0002420C5310,N0002421C5393,N0002422C5500,N0002423C5325,N0017415C0009,N0017419C0004"
18,WJZCK5XK7UC7,GOLDEN STAR TECHNOLOGY INC,,87.5991,20,5,"2020,2022,2023,2024,2025",1,N0002422C5500
19,YGXMYQKELLZ4,"HANWHA SYSTEMS CO., LTD.",Yes,84.4424,12,2,"2020,2021",1,N0002419C5102
20,ZTD6PU46ALU3,"INDRA SISTEMAS, SOCIEDAD ANONIMA",Yes,82.4636,28,4,"2018,2019,2020,2021",1,N0002414C5114
21,J51ULX3CNCZ4,MERCURY SYSTEMS INC,,77.6207,162,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",10,"N0002413C5116,N0002413C5132,N0002414C4313,N0002414C5106,N0002414C5114,N0002415C5228,N0002416C5103,N0002419C5102,N0002420C5105,N0002420C5605"
22,F4XLUSKN1KX1,"ADVANCED INDUSTRIES, INC.",,69.8856,88,13,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026",5,"N0002413C5314,N0002413C5325,N0002420C5380,N0002421C5393,N0002424C5324"
23,GU4MZLMEJN94,"SEYER INDUSTRIES, INC.",,63.0609,119,12,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2025",7,"N0002412C5311,N0002413C5314,N0002415C5332,N0002420C5310,N0002420C5380,N0002423C5325,N0017415C0009"
24,HMN8Q5FPFFD3,COBHAM PLC,,62.8617,75,3,"2018,2019,2020",5,"N0002413C2307,N0002414C5106,N0002414C5114,N0002415C5228,N0002419C5102"
25,LGRAV9DLD7D4,"ANAREN, INC.",,62.7665,8,5,"2017,2019,2021,2022,2026",1,N0002422C5500
26,RB1NHMLR5BX9,DUCOMMUN INCORPORATED,,57.5210,70,10,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023",9,"N0002412C5311,N0002413C5314,N0002413C5325,N0002414C5106,N0002420C5380,N0002421C5393,N0002422C5500,N0017415C0009,N0017419C0004"
27,F32RBQ3CHAG9,ROLLS-ROYCE HOLDINGS PLC,,54.7760,22,5,"2022,2023,2024,2025,2026",6,"N0002413C2305,N0002418C2307,N0002419C2322,N0002420C4468,N0002422C4485,N0002423C2307"
28,NXGLEN3CK1N6,"DATACON, INC.",,54.5288,61,7,"2017,2018,2019,2020,2021,2022,2024",6,"N0002413C5314,N0002414C5106,N0002414C5114,N0002419C5102,N0017415C0009,N0017419C0004"
29,YKYBK6MSAKX5,GMT CORPORATION,,52.8255,27,8,"2015,2019,2020,2021,2022,2023,2024,2025",4,"N0002413C5325,N0002415C5332,N0002420C5310,N0002423C5325"
30,DCV2KUEL85Z4,SENER GRUPO DE INGENIERIA SOCIEDAD ANONIMA,Yes,51.2183,14,3,"2018,2019,2020",1,N0002414C5114
31,Z89SS59265U9,ESPEY MFG. & ELECTRONICS CORP.,,49.4960,72,9,"2018,2019,2020,2021,2022,2023,2024,2025,2026",4,"N0002413C2307,N0002418C2305,N0002418C2307,N0002423C2307"
32,ZW3UMG9YVNA9,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC.",,49.3176,18,3,"2024,2025,2026",2,"N0002418C2307,N0002423C2307"
33,XXP4PLFFFGK9,"L3 TECHNOLOGIES, INC.",,48.9639,42,3,"2017,2018,2019",7,"N0002411C4408,N0002413C2307,N0002414C4313,N0002414C5106,N0002414C5114,N0002415C5228,N0002418C2307"
34,GKPGD2F1LKL5,"ELLWOOD GROUP, INC.",,48.5818,29,7,"2016,2017,2019,2020,2021,2022,2023",3,"N0002418C2307,N0017415C0009,N0017419C0004"
35,E86GJS762JJ5,TOTAL SA,,46.7662,45,10,"2014,2015,2016,2017,2018,2020,2021,2022,2023,2024",5,"N0002413C5314,N0002413C5325,N0002414C4313,N0002420C5380,N0002421C5393"
36,F295NQHTL3F9,"AC&A ENTERPRISES HOLDINGS, LLC",,44.1237,34,12,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",4,"N0002413C5314,N0002413C5325,N0002420C5380,N0002421C5393"
37,L2WVLS5L4WS3,FUTURAMIC TOOL & ENGINEERING COMPANY,,41.8043,207,14,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026",10,"N0002412C5311,N0002413C5314,N0002413C5325,N0002415C4103,N0002420C5300,N0002420C5380,N0002421C5393,N0002424C5324,N0017415C0009,N0017419C0004"
38,S3GFGJ1QGAE6,"M.S.M. INDUSTRIES, INC.",,41.7724,39,6,"2020,2021,2022,2023,2024,2025",5,"N0002413C2307,N0002418C2307,N0002419C2322,N0002422C4485,N0002422C5500"
39,N6BAAYHLH8G7,TTM PRINTED CIRCUIT GROUP LLC,,41.2210,15,8,"2017,2019,2021,2022,2023,2024,2025,2026",1,N0002422C5500
40,UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,,41.0707,92,10,"2016,2018,2019,2020,2021,2022,2023,2024,2025,2026",19,"N0001918C1007,N0001918C1061,N0001921F0120,N0001923C0013,N0002413C5314,N0002414C5106,N0002414C5114,N0002415C4103,N0002415C5228,N0002415C5332,N0002417C4109,N0002418C2307,N0002420C5310,N0002420C5605,N0002422C5500,N0002423C5325,N0002424C5324,N0017415C0009,N0017419C0004"
41,JHWNUX2YXN31,"ALCOA EXTRUSIONS, INC.",,40.7783,29,8,"2014,2015,2017,2018,2019,2020,2021,2023",5,"N0001918C1007,N0002413C5325,N0002414C5114,N0002415C5228,N0002420C5380"
42,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,,40.4988,86,13,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",12,"N0001911C0045,N0001918C1007,N0001918C1061,N0002413C2307,N0002413C5314,N0002413C5325,N0002418C2307,N0002420C5380,N0002421C5393,N0002423C2307,N0017415C0009,N0017419C0004"
43,N9MKMSBPZQ55,MAINE MACHINE PRODUCTS COMPANY,,39.0225,3,2,"2021,2022",2,"N0002415C5332,N0002420C5310"
44,NPJ8VMPXMNC3,"HI-AIR KOREA CO., LTD.",Yes,37.7865,8,3,"2019,2020,2021",1,N0002414C5114
45,PUG1H9MFJD63,"AMERICAN TANK & FABRICATING CO, THE",,37.7833,34,8,"2013,2015,2016,2017,2018,2019,2020,2021",4,"N0002412C5311,N0002415C4103,N0017415C0009,N0017419C0004"
46,FARLM1J6SB25,PRODUCTION ENGINEERING CORPORATION,,36.1024,163,14,"2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026",9,"N0002412C5311,N0002413C5314,N0002413C5325,N0002414C5106,N0002414C5114,N0002420C5380,N0002424C5324,N0017415C0009,N0017419C0004"
47,SQ2DSCE69F15,TELEDYNE TECHNOLOGIES INCORPORATED,,35.8320,47,7,"2014,2018,2019,2020,2021,2022,2024",6,"N0002413C5314,N0002414C5106,N0002414C5114,N0002415C5332,N0002419C2322,N0002422C5500"
48,KN4DLHTLNCS8,AIRCRAFT APPLIANCES AND EQUIPMENT LIMITED,Yes,33.7334,115,6,"2018,2019,2020,2021,2022,2023",5,"N0002413C2305,N0002413C2307,N0002418C2307,N0002419C2322,N0002419C4452"
49,V1MVHTMMJNV5,"TACTICAL ENGINEERING & ANALYSIS, INC.",,33.4528,29,7,"2019,2020,2021,2022,2023,2024,2025",2,"N0002414C5104,N0002415C5151"
50,QKJUKKE5WPA8,GULF COPPER & MANUFACTURING CORPORATION,,31.5893,17,2,"2025,2026",1,N0002418C2307
51,K5CSHFKMR8C4,"HANWHA TECHWIN CO., LTD.",Yes,31.4606,4,1,2019,1,N0002419C5102
52,ZC5JNMHPHWA9,"TECHNOLOGY DYNAMICS, INC.",,30.6832,13,4,"2020,2023,2024,2026",1,N0002422C5500
53,HLE1E2KALJA5,"L3HARRIS MARITIME POWER & ENERGY SOLUTIONS, INC",,29.9286,24,2,"2024,2025",3,"N0002418C2307,N0002419C4452,N0002423C2307"
54,SVXNHLLWX953,ELLWOOD GROUP INCORPORATED,,28.8663,7,2,"2024,2025",2,"N0002418C2307,N0002423C2307"
55,J645RTMFWMW1,"MAXIM EVAPORATORS OF AMERICA, LLC",,28.5367,21,7,"2018,2019,2020,2021,2023,2024,2025",3,"N0002413C2307,N0002418C2307,N0002423C2307"
56,PQNBC8KG93R3,AMPHENOL CORPORATION,,28.3541,67,7,"2014,2017,2018,2019,2020,2021,2022",9,"N0002413C5132,N0002413C5314,N0002413C5325,N0002414C5106,N0002414C5114,N0002415C5228,N0002419C5102,N0002420C5380,N0002422C5500"
57,YYVHWZMPP3F8,"DRS NAVAL POWER SYSTEMS, INC.",,28.1728,34,3,"2022,2023,2024",6,"N0002413C2305,N0002413C2307,N0002418C2307,N0002419C2322,N0002419C4452,N0002423C2307"
58,EZN9VQG18FN1,"LAKE SHORE SYSTEMS, INC.",,27.8723,69,2,"2024,2025",5,"N0002413C2305,N0002413C2307,N0002418C2307,N0002419C4452,N0002423C2307"
59,LJCSMLKU1MR5,"GENERAL MICRO SYSTEMS, INC",,27.8115,48,8,"2017,2018,2019,2020,2021,2022,2023,2024",6,"N0002414C5104,N0002414C5106,N0002414C5114,N0002419C5102,N0002420C5105,N0002420C5605"
60,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC",,26.7145,98,8,"2019,2020,2021,2022,2023,2024,2025,2026",13,"N0002413C2307,N0002414C5106,N0002414C5114,N0002415C5228,N0002418C2305,N0002418C2307,N0002419C4452,N0002419C5102,N0002420C4400,N0002420C4468,N0002420C5105,N0002422C4485,N0002423C2307"
61,K442K4T21K53,BECON INC,,26.5904,3,3,"2022,2024,2026",1,N0002422C5500
62,PPLZG8J3N9D4,UNITED TECHNOLOGIES CORPORATION,,26.0326,104,13,"2013,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026",19,"N0002412C5311,N0002413C2307,N0002413C5116,N0002414C5106,N0002415C4103,N0002415C5151,N0002415C5332,N0002416C5103,N0002418C2305,N0002418C2307,N0002419C5102,N0002420C4400,N0002420C4468,N0002420C5105,N0002420C5310,N0002422C4485,N0002422C5500,N0017415C0009,N0017419C0004"
63,HJR5VDSHMMX5,"NEVADA HEAT TREATING, LLC",,25.6189,7,4,"2019,2021,2022,2024",1,N0002422C5500
64,PU9QMDF6FYC6,"TTM TECHNOLOGIES, INC.",,25.4704,130,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",6,"N0002414C5106,N0002414C5114,N0002415C5228,N0002417C4109,N0002422C5500,N0025324F0016"
65,MXTJBDD1L4T4,"TAYLOR DEVICES, INC.",,24.6558,27,11,"2014,2015,2017,2018,2019,2020,2021,2022,2023,2024,2025",5,"N0002413C5314,N0002413C5325,N0002420C5380,N0002421C5393,N0002424C5324"
66,VN3RY9NGWD83,RAMBUS INC.,,24.3695,12,3,"2020,2021,2022",2,"N0002419C5102,N0002420C5105"
67,L4UCL5K5H5J9,"WOODWARD, INC.",,23.4321,1,1,2025,1,N0001923C0013
68,SVKAW6129JL5,ELMA ELECTRONIC AG,,22.7304,5,5,"2021,2022,2024,2025,2026",1,N0002422C5500
69,V1MQFNQB56Z5,RIX INDUSTRIES,,22.6228,30,8,"2018,2019,2020,2021,2022,2023,2024,2025",7,"N0002413C2307,N0002418C2307,N0002419C2322,N0002419C4452,N0002420C4400,N0002422C4485,N0002423C2307"
70,DLLCKA14LMZ5,"MERRILL AVIATION, INC.",,22.6068,5,2,"2019,2020",2,"N0002413C5325,N0002415C5332"
71,GV6WMAJUK1R9,SIOUX MANUFACTURING CORPORATION,,22.2484,24,9,"2014,2015,2016,2018,2019,2020,2021,2022,2023",7,"N0002413C5314,N0002413C5325,N0002415C4103,N0002415C5332,N0002418C2307,N0002420C5380,N0002423C5325"
72,YELYMYLF82L9,"LAKE SHORE SYSTEMS, INC.",,21.7374,76,7,"2017,2018,2019,2020,2021,2022,2023",7,"N0002411C2309,N0002413C2307,N0002414C4313,N0002418C2305,N0002418C2307,N0002419C2322,N0002419C4452"
73,QNF5KM7YJSN7,"SOUTHCOAST WELDING & MANUFACTURING, LLC",,21.5572,74,10,"2014,2018,2019,2020,2021,2022,2023,2024,2025,2026",8,"N0002411C2309,N0002413C2307,N0002413C5325,N0002414C4313,N0002418C2307,N0002419C2322,N0002419C4452,N0002420C4400"
74,MS9XWCRV8XD8,"RICHLIND METAL FABRICATORS, INC.",,21.4385,252,13,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026",15,"N0002413C5314,N0002413C5325,N0002414C5106,N0002414C5114,N0002415C4103,N0002415C5332,N0002420C5105,N0002420C5310,N0002420C5380,N0002420C5605,N0002423C5325,N0002424C5324,N0017415C0009,N0017419C0004,N0025324F0016"
75,PM2FDF7CCNC2,"MARISCO, LTD.",,21.2739,26,7,"2017,2018,2019,2021,2022,2023,2024",4,"N0002413C2305,N0002413C2307,N0002418C2307,N0002423C2307"
76,YA36Z8R2H4T4,"ARROW ELECTRONICS, INC.",,21.2440,144,11,"2014,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026",11,"N0002413C5116,N0002413C5314,N0002414C5106,N0002414C5114,N0002415C5228,N0002417C4109,N0002419C5102,N0002420C5105,N0002420C5310,N0002420C5605,N0002422C5500"
77,UVFUAL43AP15,SCIOTEQ LLC,,21.0325,11,4,"2022,2023,2024,2025",2,"N0002420C5605,N0025324F0016"
78,GCWKULHML2S3,WÄRTSILÄ OYJ ABP,,20.9629,39,6,"2017,2018,2019,2020,2021,2022",8,"N0002411C2309,N0002413C2305,N0002413C2307,N0002414C4313,N0002415C4103,N0002418C2307,N0002420C4400,N0002420C4468"
79,SCWYXXK1EM13,ULTRA ELECTRONICS HOLDINGS PLC,,20.8737,22,4,"2019,2021,2024,2025",2,"N0002418C2307,N0002423C2307"
80,KQYHKJS57J76,SENER AEROESPACIAL SOCIEDAD ANONIMA.,Yes,20.7946,11,2,"2020,2021",1,N0002414C5114
81,P5HAV87RFNP1,BARNES GROUP INC.,,20.0061,1,1,2024,1,N0001923C0013
82,LM35HWEVUPH3,"ADI TECHNOLOGIES, INC.",,19.8152,22,7,"2018,2020,2021,2022,2024,2025,2026",3,"N0002413C2307,N0002418C2307,N0002423C2307"
83,DTZJAQF8NZA1,"L-3 COMMUNICATIONS HOLDINGS, INC.",,19.7157,29,4,"2018,2019,2020,2021",2,"N0002413C2307,N0002418C2307"
84,PLYSMJBAYE42,PARKER-HANNIFIN CORPORATION,,19.4065,35,3,"2024,2025,2026",8,"N0001918C1061,N0001923C0013,N0002413C2305,N0002418C2307,N0002420C5380,N0002421C5393,N0002424C5324,N0025324F0016"
85,HPDLRXR4FYX5,BAE SYSTEMS PLC,,19.1211,5,3,"2024,2025,2026",3,"N0001923C0013,N0002415C5151,N0002418C2307"
86,VMRALEFZBCN7,SANMINA-SCI CORPORATION,,19.1094,8,5,"2017,2021,2022,2023,2026",3,"N0002414C5114,N0002420C5519,N0002422C5500"
87,FPCZK4D8LXU5,KPS CAPITAL PARTNERS LP,,18.9082,22,2,"2024,2025",2,"N0002418C2307,N0002423C2307"
88,J5FTSL9NDLN5,"M & S MACHINING, INC.",,18.7875,113,11,"2013,2015,2018,2019,2020,2021,2022,2023,2024,2025,2026",7,"N0002412C5311,N0002413C5314,N0002413C5325,N0002420C5380,N0002421C5393,N0002424C5324,N0017419C0004"
89,CTZWUSPKUMG8,HONEYWELL INTERNATIONAL INC,,18.5083,3,2,"2024,2025",2,"N0002420C5300,N0002422C5500"
90,SSD8KRDXKG46,"THE HILLER COMPANIES, LLC",,18.1293,23,4,"2022,2023,2024,2025",4,"N0002413C2305,N0002413C2307,N0002418C2307,N0002423C2307"
91,Q35JL9GFCAK3,"MAROTTA CONTROLS, INC.",,18.0928,130,8,"2018,2019,2020,2021,2022,2023,2024,2025",8,"N0002413C2307,N0002414C5106,N0002414C5114,N0002418C2307,N0002419C2322,N0002419C4452,N0002420C5105,N0002423C2307"
92,FGNQE3RF1FK5,"MORPAC INDUSTRIES, INC.",,17.8855,29,9,"2017,2018,2019,2020,2021,2022,2023,2024,2025",4,"N0002413C2307,N0002418C2307,N0002419C4452,N0002423C2307"
93,GU5YDKH7GPF1,KKR & CO INC,,17.7687,36,3,"2024,2025,2026",3,"N0002413C2307,N0002418C2307,N0002423C2307"
94,UAC2KLJM4XY1,"ARKWIN INDUSTRIES, INC.",,17.5907,31,8,"2016,2018,2019,2020,2021,2022,2023,2024",9,"N0001918C1061,N0002413C5314,N0002417C4109,N0002420C5310,N0002420C5380,N0002420C5605,N0002423C5325,N0017415C0009,N0017419C0004"
95,U45EH8WMNF55,"CIRCOR INTERNATIONAL, INC.",,16.9498,64,8,"2016,2017,2018,2019,2020,2021,2022,2023",8,"N0002411C2307,N0002413C2305,N0002413C2307,N0002418C2307,N0002419C2322,N0002420C5310,N0017415C0009,N0017419C0004"
96,CMANNFGEFNP6,WARD LEONARD CT LLC,,16.4767,13,4,"2019,2020,2021,2022",4,"N0002418C2307,N0002420C5310,N0017415C0009,N0017419C0004"
97,FCK2D4PSV1L2,DOVER PUMPS & PROCESS SOLUTIONS SEGMENT INC,,15.4145,28,3,"2024,2025,2026",3,"N0002413C2307,N0002418C2307,N0002423C2307"
98,Z6YVC2VB2B45,SASMOS HET TECHNOLOGIES LIMITED,Yes,14.7747,14,3,"2020,2021,2022",1,N0002414C5114
99,D942LBXESNH6,VIDEO DISPLAY CORPORATION,,14.7156,25,6,"2018,2019,2020,2021,2022,2023",4,"N0002414C5106,N0002414C5114,N0002419C5102,N0002420C5605"
100,QFAKS4WUGES3,TCLAD INC,,14.5555,9,4,"2020,2022,2024,2026",1,N0002422C5500
101,RHZWB8JCWU95,"AM AND S MFG, INC.",,14.5302,3,2,"2023,2025",2,"N0002420C5310,N0002423C5325"
102,N3N5N1E2WZR8,"BARRON INDUSTRIES, INC.",,14.4166,3,2,"2021,2022",1,N0002420C5380
103,XWS1CAAY1SH8,"SYPRIS ELECTRONICS, LLC",,14.4064,4,4,"2020,2021,2025,2026",2,"N0002415C5319,N0002420C5519"
104,M4ELQDG7JLM5,"BUFFALO PUMPS, INC.",,14.3651,12,5,"2020,2021,2023,2024,2025",2,"N0002418C2307,N0002423C2307"
105,NUL8Z35S3LJ5,"CENTURY TOOL, INC.",,14.3418,140,13,"2013,2014,2015,2016,2017,2019,2020,2021,2022,2023,2024,2025,2026",9,"N0002412C5311,N0002413C5314,N0002413C5325,N0002415C4103,N0002420C5380,N0002421C5393,N0002424C5324,N0017415C0009,N0017419C0004"
106,FAZSFFE6CST9,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",Yes,14.3404,11,2,"2024,2025",6,"N0002415C5151,N0002417C4109,N0002422C5500,N0002423C5325,N0017419C0004,N0025324F0016"
107,SNP5XVVL5896,ELLWOOD NATIONAL FORGE COMPANY,,14.2596,3,1,2024,2,"N0002423C2307,N0017419C0004"
108,LR2HQKYJLDZ7,ESI ACQUISITION CORP.,,14.1771,64,8,"2018,2019,2020,2021,2022,2024,2025,2026",10,"N0002413C2307,N0002414C4313,N0002414C5106,N0002414C5114,N0002418C2305,N0002418C2307,N0002419C4452,N0002420C4400,N0002422C5500,N0002423C2307"
109,KLW3ZYL15493,RAYTHEON COMPANY,,14.0096,27,3,"2018,2019,2020",4,"N0002414C5114,N0002416C5103,N0002419C5102,N0002420C5105"
110,KNEFNMWXBK39,JO-KELL INC.,,13.8774,85,9,"2018,2019,2020,2021,2022,2023,2024,2025,2026",7,"N0002413C2307,N0002415C5332,N0002418C2307,N0002419C2322,N0002419C4452,N0002420C4468,N0002423C2307"
111,JRUCKDSNXKD5,THE ENTWISTLE COMPANY LLC,,13.6336,28,5,"2022,2023,2024,2025,2026",4,"N0002418C2305,N0002418C2307,N0002419C2322,N0002423C2307"
112,LNGAZMTYJPL3,THE ENTWISTLE TRUST,,13.5970,35,4,"2018,2019,2020,2021",2,"N0002413C2307,N0002418C2307"
113,SKKACASET588,DYNALEC CORPORATION,,13.4106,136,9,"2018,2019,2020,2021,2022,2023,2024,2025,2026",7,"N0002413C2307,N0002414C5106,N0002414C5114,N0002417C4109,N0002418C2307,N0002419C4452,N0002423C2307"
114,MKXMUFJJYLY5,WARD LEONARD CT LLC,,13.2663,13,3,"2016,2024,2025",2,"N0002423C2307,N0017415C0009"
115,CVK8KJNMJL36,AI CONVOY HOLDCO LIMITED,,13.1984,10,2,"2020,2021",2,"N0002414C5106,N0002414C5114"
116,J25BBETQML24,"ADVANCED MARINE PRESERVATION, LLC",,13.1430,14,4,"2017,2021,2022,2023",2,"N0002411C4408,N0002420C4468"
117,Q9CEKRN3B2U8,"CRISTEK INTERCONNECTS, LLC",,13.0696,9,4,"2020,2022,2023,2024",1,N0002422C5500
118,XSNELKL9HL74,"HUTCHINSON MANUFACTURING HOLDINGS, LLC",,12.6800,43,4,"2020,2021,2022,2023",4,"N0002414C5106,N0002414C5114,N0002420C5105,N0002420C5605"
119,N5KEKMFCWUR1,AMETEK INC,,12.6537,62,10,"2017,2018,2019,2020,2021,2022,2023,2024,2025,2026",7,"N0001923C0013,N0002414C5106,N0002414C5114,N0002415C5228,N0002420C5105,N0002422C5500,N0025324F0016"
120,CKNVB8P26F26,ALFA LAVAL INC,,12.6238,9,3,"2023,2024,2025",2,"N0002422C4485,N0002423C2307"
121,H6DDCK12JBM7,"SIRIUS COMPUTER SOLUTIONS, INC.",,12.5586,61,6,"2017,2018,2019,2020,2021,2022",7,"N0002413C5116,N0002413C5132,N0002414C5106,N0002414C5114,N0002415C5151,N0002419C5102,N0002420C5105"
122,C1E2GZE3JAE3,"WESTERN INDUSTRIAL MACHINING, INC.",,12.4800,178,8,"2018,2019,2020,2021,2022,2023,2024,2025",3,"N0002415C5332,N0002420C5310,N0002423C5325"
123,GD5RJ5JTUJ83,"RIVERSIDE MACHINE AND ENGINEERING, INC.",,12.3698,5,4,"2019,2020,2021,2022",1,N0002422C5500
124,UADFAUDS5Q14,STAR LAB CORP.,,12.0816,29,6,"2019,2020,2021,2022,2023,2024",4,"N0002413C5116,N0002416C5103,N0002419C5102,N0002420C5105"
125,FKFNNKJ38MG8,KYOCERA AVX COMPONENTS CORPORATION,,11.9282,13,3,"2022,2023,2024",1,N0002422C5500
126,Z7AEB4WP45P3,ITT INC,,11.8368,5,1,2025,2,"N0002422C5500,N0002424C5324"
127,TKJ1TW2YRNL3,"MEGGITT DEFENSE SYSTEMS, INC.",,11.8054,22,5,"2018,2019,2020,2021,2022",3,"N0002413C2305,N0002413C2307,N0002418C2307"
128,S6KEGRLJSRZ4,"MIDCON CABLES CO, INC.",,11.7605,8,5,"2022,2023,2024,2025,2026",1,N0002422C5500
129,H4ZMPGLLZ8D9,ARTCRAFT FABRICATORS INC,,11.6874,4,2,"2022,2023",2,"N0002418C2305,N0002420C4468"
130,U6JRN865H4E3,TTI INC.,,11.5978,37,5,"2014,2019,2022,2023,2024",4,"N0002417C4109,N0002422C5500,N0002424C5324,N0025324F0016"
131,ZNF9TR5FKT76,"CARMIN INDUSTRIES, INC.",,11.5058,14,3,"2023,2024,2026",3,"N0002420C5380,N0002421C5393,N0002424C5324"
132,QATEDMDR46E4,FORTIVE CORPORATION,,11.4544,34,11,"2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024",8,"N0002413C2307,N0002413C5314,N0002413C5325,N0002414C5106,N0002414C5114,N0002418C2307,N0002420C5380,N0002423C2307"
