Subawardee UEI,Program,Subawardee Vendor Name,Parent UEI,Parent Vendor Name,Parent UEI(s)
CABCB9XBJHK5,Columbia,"APOLLO PROFESSIONAL SOLUTIONS, INC.",YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",YA7EN5YYJYS8
P33VWHC39MN5,Columbia,"ADMIRAL VALVE, LLC",,,
CG86N1ZC42B8,Columbia,Ammcon Corp.,W3KUJLTCRLV1,AMMCON CORP.,W3KUJLTCRLV1
RJGEKQDTZKT8,Columbia,ELECTRIC HEATER CO,DD7KGPMP93C1,Heh Holdings LLC,DD7KGPMP93C1
RLXQHCXFT513,Columbia,CUNICO CORPORATION,VDSCUPC2H3K7,Citadel Capital Corporation,VDSCUPC2H3K7
X3DBJSMT83N5,Columbia,CLEVELAND-CLIFFS PLATE LLC,VUNMXC2JLBY3,,VUNMXC2JLBY3
GYMLL74UL5Q8,Columbia,"HYDRASEARCH COMPANY, LLC",ULZEK7HDMS57,"DVCC, LLC",ULZEK7HDMS57
GFBTEVXB65X7,Columbia,"PCC ROLLMET, INC.",UU26FKF1MML6,BERKSHIRE HATHAWAY INC.,UU26FKF1MML6
JG73AVR7NUN4,Columbia,"HYDRATIGHT OPERATIONS, INC.",KM5NRZNTUDY8,Enerpac Tool Group Corp.,KM5NRZNTUDY8
JA2KCX21NL48,Columbia,"WARTSILA DEFENSE, INC.",GCWKULHML2S3,Wärtsilä Oyj Abp,GCWKULHML2S3
LYDRWR6ML2U7,Columbia,ITT CANNON LLC,TCCLSQU7ZMW5,,TCCLSQU7ZMW5
VD1NLZGAJ2L4,Columbia,"DURAMAX MARINE, LLC",VD1NLZGAJ2L4,"DURAMAX MARINE, LLC",VD1NLZGAJ2L4
V627Y8NS1JM1,Columbia,"MILCOTS, LLC",,,
HA3UFSU8FN75,Columbia,"L3 TECHNOLOGIES, INC.",PNE9R5EJMWK8,,PNE9R5EJMWK8; SJULQDJ8NZU7
HY9JJE3F4R25,Columbia,"WOLLASTON ALLOYS, INC.",CVVANE9FWYN6,Warburg Pincus LLC,CVVANE9FWYN6
YNUWEPDNSH37,Columbia,ROSEMOUNT SPECIALTY PRODUCTS LLC,MKRBJA6JXXS7,EMERSON ELECTRIC CO.,MKRBJA6JXXS7
G8VYMKM2VG59,Columbia,NORTH AMERICAN CONTROLS INC,,,
JTNDE6EBHL41,Columbia,TRIDENT TECHNICAL COLLEGE,XRCGNXUSUE58,,XRCGNXUSUE58
HJUAXSF12JR6,Columbia,"CUSTOM HYDRAULIC & MACHINE, INC.",,,
J7RQVJ723JM3,Columbia,MADISON COMPANY,J7RQVJ723JM3,MADISON COMPANY,J7RQVJ723JM3
V87VJJNMMFH9,Columbia,"DEXTER MAGNETIC TECHNOLOGIES, INC.",,,
T5C6JNLVSC17,Columbia,HYDRATIGHT OPERATIONS INC,,,
G58FFJ6F2CA7,Columbia,GK MECHANICAL SYSTEMS LLC,GMNNMEA95K18,"NOVARIA HOLDINGS, LLC",GMNNMEA95K18
MXTJBDD1L4T4,Columbia,"TAYLOR DEVICES, INC.",MXTJBDD1L4T4,"TAYLOR DEVICES, INC.",MXTJBDD1L4T4
NFCDTTZM5JL3,Columbia,DUREX INTERNATIONAL CORP.,,,
YHJESY2TDP23,Columbia,MAJOR TOOL & MACHINE INC,LFFYZFAR2EH2,,LFFYZFAR2EH2
MVJ8B69F5CL6,Columbia,"RIGGINS COMPANY, L.C.",MVJ8B69F5CL6,"RIGGINS COMPANY, L.C.",MVJ8B69F5CL6
G45GNP4ARKJ3,Columbia,PROTERIAL CABLE AMERICA INC,,,
XH9ADBLZRMF1,Columbia,MELLINGER ENGINEERING GROUP LLC,,,
FR7WWCCNBQZ6,Columbia,DK MACHINE INC,,,
UPAPN5VL4KR9,Columbia,EATON AEROSPACE LLC,MBJ8ANU347W7,EATON CORPORATION PUBLIC LIMITED COMPANY,MBJ8ANU347W7
UKXMHUWSFLW7,Columbia,"G.W. LISK COMPANY, INC.",UKXMHUWSFLW7,"G.W. LISK COMPANY, INC.",UKXMHUWSFLW7
C1H7UWEXRVN7,Columbia,HOTTINGER BRUEL & KJAER INC.,,,
EDNNTCM7SUS8,Columbia,"IMIA, LLC",KZA5CX3J8KE8,,EDNNTCM7SUS8; KZA5CX3J8KE8
QB7EKDNK2E83,Columbia,SHELBY SUPPLY CO LLC,,,
NNRGV1N3Y1G5,Columbia,"WOLF ROBOTICS, LLC",NA1PAN9A9F15,LINCOLN ELECTRIC HOLDINGS INC.,NA1PAN9A9F15
JX92LMWRTRJ9,Columbia,"DONALDSON COMPANY, INC.",QLUGMNNMV4L8,,QLUGMNNMV4L8
PVLTABUDXLR4,Columbia,HARTFORD ELECTRIC SUPPLY COMPANY THE,PVLTABUDXLR4,HARTFORD ELECTRIC SUPPLY COMPANY THE,PVLTABUDXLR4
R7JLC1Y2PLJ1,Columbia,SCHROEDER INDUSTRIES LLC,TNLQJ5ULW665,HYDAC TECHNOLOGY CORP,TNDFBBB3HBK1; TNLQJ5ULW665
UR5TFK3LAVL5,Columbia,"FEDERAL RESOURCES SUPPLY COMPANY, LLC",G3MFPVJHC8R1,"Frs Holdings, Inc.",G3MFPVJHC8R1
TJGHTGTTVEA1,Columbia,"SAFARI MICRO GOVERNMENT SOLUTIONS, LLC",,,
CKV2L9GZKJK3,Columbia,DELOITTE CONSULTING LLP,F588F1QGXCP3,Deloitte LLP,F588F1QGXCP3
RGC3LKCE74R6,Columbia,ENERPAC CORPORATION,KM5NRZNTUDY8,ACTUANT CORPORATION,KM5NRZNTUDY8
JA3LXNZMCTA9,Columbia,KK MOLD DESIGN & MACHINING LLC,,,
HNAKLNNSE339,Columbia,"HOWELL LABORATORIES, INC.",,,
DEGHQRGPKTQ8,Columbia,PARKER-HANNIFIN CORPORATION,W138B61KN3Q7,PARKER-HANNIFIN CORPORATION,W138B61KN3Q7
KNEFNMWXBK39,Columbia,JO-KELL INC.,KNEFNMWXBK39,JO-KELL INC.,KNEFNMWXBK39
NKUARJG8E2E8,Columbia,ROSCID TECHNOLOGIES,,,
CERUMMHMPXZ9,Columbia,"CONAM INSPECTION AND ENGINEERING SERVICES, INC.",N8DAXK7KXKM8,"MISTRAS GROUP, INC.",N8DAXK7KXKM8
GHVMX1DLDAK6,Columbia,"WURTH REVCAR FASTENERS, INC.",XMRBFR868NS3,,MT6DZPQUP663; XMRBFR868NS3
S9FENR91JGV9,Columbia,THE CARONDELET FOUNDRY CORPORATION,,,
M35SG6PKLJB3,Columbia,"ALASKAN COPPER COMPANIES, INC.",M35SG6PKLJB3,"ALASKAN COPPER COMPANIES, INC.",GPEHQHPNYZ31; M35SG6PKLJB3
DNY9WHR3SKK6,Columbia,CLARK-RELIANCE LLC,DNY9WHR3SKK6,CLARK-RELIANCE LLC,DNY9WHR3SKK6
C1NAJQ34VWM5,Columbia,CAMERON ENERGY SERVICES CORP.,,,
R82KDN15JP13,Columbia,"DYNETICS TECHNICAL SOLUTIONS, INC.",ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.",FH7ML8E9EWJ7; ZL41ERXMPAR3
MEQJENNPRLG9,Columbia,"MASS CRANE & HOIST SERVICES, INC",,,
UNG7G6S4JRA6,Columbia,"5TH AXIS, LLC",UNG7G6S4JRA6,5TH AXIS LLC,UNG7G6S4JRA6
WJ1XMJMTSYL9,Columbia,"PAROSCIENTIFIC, INC.",,,
DDQCLD6FEJJ6,Columbia,"TOG MANUFACTURING COMPANY, INC.",RC1NNGFRMMM7,"STANLEY BLACK & DECKER, INC.",RC1NNGFRMMM7
CSB6FUPJ5TC1,Columbia,"TDS AUTOMATION, INC.",P14GLCQZZYN3,,P14GLCQZZYN3; ZTPCCBA4M5N5
JHPXZQA4R1X1,Columbia,"BLACK ROCK TECHNOLOGY GROUP, LLC",,,
QPB2M919LQM5,Columbia,MATERION BRUSH INC,QT9LCNSYE637,MATERION CORPORATION,QT9LCNSYE637
PUFMZLZJ2BY2,Columbia,MATTHEW WARREN INC,,,
EDJPMQN1HSJ1,Columbia,MSA SAFETY SALES LLC,HJG5ZSLCMTJ9,MSA Safety Incorporated,EDJPMQN1HSJ1; HJG5ZSLCMTJ9
XEYGFMKSLWW5,Columbia,THE BUTLER WELDMENTS CORPORATION,XEYGFMKSLWW5,THE BUTLER WELDMENTS CORPORATION,XEYGFMKSLWW5
VJFKVNQBYVL5,Columbia,GREENE RUBBER CO INC,VJFKVNQBYVL5,"GREENE RUBBER COMPANY, INC.",VJFKVNQBYVL5
XFM4VGW1NBE4,Columbia,"L.C.DOANE COMPANY,THE",XFM4VGW1NBE4,"L.C.DOANE COMPANY,THE",XFM4VGW1NBE4
NGMSB6M2QKA4,Columbia,ASA ENVIRONMENTAL PRODUCTS INC,,,
JEDSVNSMLTN4,Columbia,"OXFORD GLOBAL RESOURCES, LLC",MS5YBJZS9Y46,"ON ASSIGNMENT, INC.",MS5YBJZS9Y46
K6LKL4BYZGZ6,Columbia,TRILOGIC SYSTEMS CORPORATION,,,
WEK3JBN7G6L7,Columbia,ADMIRAL FILTER COMPANY LLC,,,
RDRYVJJX3NA5,Columbia,"ELECTRO STANDARDS LABORATORY, INC.",,,
JFHLZNJLWAN5,Columbia,"TM INDUSTRIES, LLC",F17YKE4BDQS4,,F17YKE4BDQS4; FFXKK2MMEM97
EB3GK67LJFR1,Columbia,SCHWEITZER ENGINEERING LABORATORIES INC,EB3GK67LJFR1,"SCHWEITZER ENGINEERING LABORATORIES, INC.",EB3GK67LJFR1
XDF1FRDG8KK4,Columbia,"FOSTER-MILLER, INC.",LL4CVJVLBGN1,QINETIQ GROUP PLC,LL4CVJVLBGN1
C3L9A8H3TWG5,Columbia,"AERO NAV LABORATORIES, INC.",,,
GNH1FJWKY3G3,Columbia,WEST PHILA BRONZE CO INC,,,
FNBNKXCC3QD8,Columbia,SUPERBOLT INC.,MHNEK1CGNJS9,Investment AB Latour,F37ARTBC9UU6; MHNEK1CGNJS9
E83TNKA9JCY6,Columbia,AIR SYSTEMS COMPONENTS INC,XEQ3L57D2J24,JOHNSON CONTROLS INTERNATIONAL PUBLIC LIMITED COMPANY,XEQ3L57D2J24
PS39EKC82UU5,Columbia,DIT-MCO INTERNATIONAL LLC,SGSBHJMN78B6,"Commerce Bancshares, Inc.",SGSBHJMN78B6
DJMMEPKGGNB3,Columbia,"MEASUREMENT SPECIALTIES, INC.",MPCXJJQJAL83,TE Connectivity Ltd.,MPCXJJQJAL83; RXA2JHPN9JD3
N1C5QLNPJLS4,Columbia,DELL FEDERAL SYSTEMS L.P,JGSNSER23GR6,,JGSNSER23GR6; TJCDPVN6RNP7
UE9QJD4KK1L6,Columbia,"LEIDOS, INC.",ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.",ZL41ERXMPAR3
M618ETNNYA77,Columbia,DROITCOUR CO,,,
E6KQEMMCJ9B6,Columbia,"ATRENNE COMPUTING SOLUTIONS, LLC",JVPJXP6A4DF8,,E6KQEMMCJ9B6; JVPJXP6A4DF8
WW6HFEMKWPC5,Columbia,FRIES SPINNING & STAMPINGS INC,,,
W547TUQXJ8Y4,Columbia,CARVER PUMP COMPANY,W547TUQXJ8Y4,CARVER PUMP COMPANY,W547TUQXJ8Y4
EJT5ERY72NJ3,Columbia,WELLS PROFESSIONAL CONSULTING SERVICES LLC,,,
GE3JLF1PZBM8,Columbia,RETLIF INCORPORATED,GE3JLF1PZBM8,RETLIF INCORPORATED,GE3JLF1PZBM8
MQHCDMP17GK7,Columbia,DRAKA CABLETEQ USA INC,EBJCZNYDQDH8,PRYSMIAN SPA,EBJCZNYDQDH8
JLZUKW73FAM9,Columbia,"Paradigm Precision Holdings, LLC",FFXKK2MMEM97,"Dynamic Precision Group, Inc.",FFXKK2MMEM97
KYFUJ83L3UY9,Columbia,CONE DRIVE OPERATIONS INC,XBY5FEGMU441,THE TIMKEN COMPANY,XBY5FEGMU441
LYV8XEV314F6,Columbia,UNIVERSAL MANUFACTURING CORP.,LYV8XEV314F6,UNIVERSAL MANUFACTURING CORP.,FP3BYCCPHDN3; LYV8XEV314F6
YA7EN5YYJYS8,Columbia,"APOLLO PROFESSIONAL SOLUTIONS, INC.",YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",YA7EN5YYJYS8
H5YBZ3M7LKG3,Columbia,"HAYES PUMP, INC.",H5YBZ3M7LKG3,"HAYES PUMP, INC.",H5YBZ3M7LKG3
EFVKMVKJ7WA4,Columbia,FIBA TECHNOLOGIES INC,,,
R2D6XY1EM6J8,Columbia,SENSARAS,,,
HF33ZG3KCKL5,Columbia,LORD CORPORATION,X97ZECBY6573,LORD CORPORATION,X97ZECBY6573
MDH6KH9D4SG7,Columbia,"ASCO POWER TECHNOLOGIES, L..P.",T2PGFX9RZJH9,,KSFXGBDLNG74; PG7AZJQMRL27; T2PGFX9RZJH9
V73QNVKJWAJ9,Columbia,CRYSTAL GROUP INC.,M1DFCE4G2PM8,"DEXTER APACHE HOLDINGS, INC.",M1DFCE4G2PM8
T3DYDNW4KVC7,Columbia,"KAUFMAN COMPANY, INC.",,,
HYNSUU4GPWA9,Columbia,GLOBAL EXECUTIVE SOLUTIONS LLC,,,
HMBSX7Z72UK4,Columbia,"WESTLAND TECHNOLOGIES, INC.",SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,SFBKRA9THBA3
MYNQR7KVKSA6,Columbia,SCHNEIDER ELECTRIC SYSTEMS USA INC,KSFXGBDLNG74,SCHNEIDER ELECTRIC SE,KSFXGBDLNG74
NRFJMVNYQ6C3,Columbia,"ZAPATA GROUP, INC.",NRFJMVNYQ6C3,"ZAPATA GROUP, INC.",NRFJMVNYQ6C3
MWJTQK36KMG3,Columbia,ZAPATA INCORPORATED,NRFJMVNYQ6C3,"ZAPATA GROUP, INC.",NRFJMVNYQ6C3
NSEVFLRKSUV1,Columbia,"NITCO, LLC",ENB9DTFH6MP8,Alta Equipment Group Inc.,ENB9DTFH6MP8
V1XJX2JT3JK1,Columbia,VECTOR NORTH AMERICA INC.,P3S2F1HKFDM4,Vector Stiftung,P3S2F1HKFDM4
RK6GKSXPC8W7,Columbia,ARNOLD MAGNETICS CORPORATION,,,
P2LCCMCFB788,Columbia,ECOMASS TECHNOLOGIES LP,U7JWYPC9CQB5,"IDEAS TO MARKET, LP",U7JWYPC9CQB5
D1L2HV3GLLY3,Columbia,TIOGA PIPE INC,D1L2HV3GLLY3,TIOGA PIPE INC,D1L2HV3GLLY3
EKY1E33VMH27,Columbia,"UNITED RENTALS (NORTH AMERICA), INC.",,,
XNFVD42NAB73,Columbia,TRIAS CONSTRUCTION LLC,,,
K572F32CSLG5,Columbia,MANPOWER INC.,,,
QLTXH525A671,Columbia,"RAPID PREP, LLC",QLTXH525A671,"RAPID PREP, LLC",QLTXH525A671
ZA7HPV7XXUE3,Columbia,"MERRILL TECHNOLOGIES GROUP, INC.",,"MERRILL TECHNOLOGIES GROUP, INC.",
SJDXENRDPKE8,Columbia,SOPHEON CORPORATION,C42JQSEUNF23,SOPHEON PLC,C42JQSEUNF23
XSVGNUK78U74,Columbia,BAC CORROSION CONTROL A/S,N59KLKMGK7T6,Christian Peter Thomsen Holding ApS,N59KLKMGK7T6
NKNLZEBJBM67,Columbia,TRANSDIGM INC,UAC2KLJM4XY1,Transdigm Group Incorporated,UAC2KLJM4XY1
CZKYJKB7H9J7,Columbia,"VEGAS FASTENER MANUFACTURING, LLC",RBANKF6MUJS9,"Efg Holdings, Inc.",RBANKF6MUJS9
TSJLBQWEYD73,Columbia,CUSTOM MAGNETICS OF CALIFORNIA INC,,,
JM2GNDJLDWL5,Columbia,ADVEX CORPORATION,JM2GNDJLDWL5,ADVEX CORPORATION,JM2GNDJLDWL5
WVERJSJEZ4U8,Columbia,LABORATORY TESTING INC,WVERJSJEZ4U8,LABORATORY TESTING INC,WVERJSJEZ4U8
UGQ9ZMC59WA6,Columbia,"CABLEWORKS, INC.",,,
H12BMH6V6495,Columbia,"PIMA VALVE, LLC",,,
VJMTKNLENX24,Columbia,ENGINEERED COIL COMPANY,W8PTMRME1496,FINMECCANICA S.PA.,W8PTMRME1496
DQ8FL1MAR4K5,Columbia,"NAVAL AND MARITIME CONSORTIUM, INC.",,,
KQJTYTVTATY8,Columbia,"NORTH ATLANTIC INDUSTRIES, INC.",KQJTYTVTATY8,"NORTH ATLANTIC INDUSTRIES, INC.",KQJTYTVTATY8
YFAKM74HKAT9,Columbia,"RZ DESIGN ASSOCIATES, INC",,,
M1BVCGDKJ1L7,Columbia,RAYTHEON COMPANY,KLW3ZYL15493,RAYTHEON COMPANY,KLW3ZYL15493; PPLZG8J3N9D4
DP49VT4FA4J3,Columbia,"ADA CORE TECHNOLOGIES, INC.",Y884HM6MN5F4,,C15UT9FDSUL1; Y884HM6MN5F4
LKXHMX1K3AC5,Columbia,NATIONAL INSTRUMENTS CORP,MKRBJA6JXXS7,EMERSON ELECTRIC CO,LKXHMX1K3AC5; MKRBJA6JXXS7
FH8KQEYJMGL3,Columbia,LORD CORPORATION,X97ZECBY6573,LORD CORPORATION,X97ZECBY6573
QPFMBXNMQM85,Columbia,"AEROTEK AFFILIATED SERVICES, INC.",QPFMBXNMQM85,"AEROTEK AFFILIATED SERVICES, INC.",GVWENMHJ4Y87; QPFMBXNMQM85
CXQ7A9JSV3K5,Columbia,MEASUREMENT SYSTEMS INC,KBBCEKMXULK7,,KBBCEKMXULK7; SCWYXXK1EM13
Z86FMF9P1KD6,Columbia,"G. S. E. DYNAMICS, INC.",Z86FMF9P1KD6,"G. S. E. DYNAMICS, INC.",Z86FMF9P1KD6
EWDVBA6GPR39,Columbia,PAVION CORP.,,,
VBFXNRMUYSK6,Columbia,NTS TECHNICAL SYSTEMS,KQP8TDGEJBK3,"Nest Parent, Inc.",DJH3J8S4C481; KQP8TDGEJBK3
HK1VJ4NJ6QN7,Columbia,Lovejoy Curtis LLC,,,
MUD4KL77FK98,Columbia,TURNBULL LLC,MUD4KL77FK98,TURNBULL LLC,E3NCN9MXJAL5; MUD4KL77FK98
NRCCMBKQ6FD7,Columbia,LEIDOS INNOVATIONS CORPORATION,ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.",ZL41ERXMPAR3
HRJNGAUKL2Q2,Columbia,"HI-TEST LABORATORIES, INC.",,,
CQLFMKPGRUQ3,Columbia,"TEVET, LLC",CQLFMKPGRUQ3,"TEVET, LLC",CQLFMKPGRUQ3
CEZLBLUFVYT9,Columbia,"BITTWARE, INC.",F161APAUMLD7,"Koch Industries, Inc.",F161APAUMLD7
LWF3CB1HFZF3,Columbia,I S C O CORPORATION,LWF3CB1HFZF3,I S C O CORPORATION,LWF3CB1HFZF3
C18KXNHETC95,Columbia,"KITCO FIBER OPTICS, INC.",,,
DKVRL7NKED25,Columbia,"STEELMASTER BUILDINGS, INC.",DKVRL7NKED25,"STEELMASTER BUILDINGS, INC.",DKVRL7NKED25
MBMCF42D4CF7,Columbia,CLEAN HARBORS ENVIRONMENTAL SERVICES INC,WP2JLJEJXSN7,,WP2JLJEJXSN7
K7WHM32LWU64,Columbia,"IVEY'S CONSTRUCTION, INC.",K7WHM32LWU64,"IVEY'S CONSTRUCTION, INC.",K7WHM32LWU64
D3QJN3GXFR53,Columbia,"LINCOLN ELECTRIC AUTOMATION, INC.",NA1PAN9A9F15,LINCOLN ELECTRIC HOLDINGS INC.,NA1PAN9A9F15
W7FFRAVN1DA9,Columbia,"SECURESTRUX, LLC",W7FFRAVN1DA9,"SECURESTRUX, LLC",W7FFRAVN1DA9
L5YANW2XSND4,Columbia,"B.W. ELLIOTT MANUFACTURING CO., LLC",U83NQK7LLLM6,"One Rock Capital Partners, LLC",NFDVRDBAFR87; U83NQK7LLLM6
LN8JD2HB57K5,Columbia,"PATRIOT ELECTRONICS, INC.",,,
S3NBXGNJ5433,Columbia,"CORSERVA, INC.",S3NBXGNJ5433,"CORSERVA, INC.",S3NBXGNJ5433
KFF4DTT9LFJ3,Columbia,"KELLY CONTAINER, INC.",,,
URUVKGK3FTV1,Columbia,"WILLIAMS SCOTSMAN, INC.",MH4FDVBB4G88,Willscot Mobile Mini Holdings Corp.,LW4AM44TTKU4; MH4FDVBB4G88
JFSETNYJ81Y4,Columbia,ELECTRONIC COMPONENTS INC.,,,
RNWJCAQL4ZD7,Columbia,"EIMC, LLC",,,
G5W8NZNYN1P6,Columbia,BRISTOL HARBOR GROUP,,,
LK9BTBWNLY96,Columbia,"BEK, INC.",EA52ZMBH4YG7,,EA52ZMBH4YG7
MME9X24LUXP1,Columbia,"ACROMAG, INCORPORATED",MME9X24LUXP1,"ACROMAG, INCORPORATED",MME9X24LUXP1
H1J9UJSSTB98,Columbia,"AIRGAS USA, LLC",LP68L55MKK16,,LP68L55MKK16
WMCUE58SZBD3,Columbia,MILLER ELECTRIC MFG. LLC,RTYDEXYNEZS1,ILLINOIS TOOL WORKS INC.,RTYDEXYNEZS1
E3WFXJMWH458,Columbia,"ADVANCED THEODOLITE TECHNOLOGY, INC.",YSGPUVNKVME1,METROLOGIC GROUP,YSGPUVNKVME1
UPMWNA8Y25L1,Columbia,GEODETIC SERVICES INC.,,,
D6GJGD1KMH25,Columbia,"ANIXTER, INC",,,
C1B6X8AADFB1,Columbia,"COMSACO, LLC",,,
GJDDKRPHXAL5,Columbia,A. M. CASTLE & CO.,GJDDKRPHXAL5,A. M. CASTLE & CO.,GJDDKRPHXAL5
U517SU1EZGK9,Columbia,"CHALMERS & KUBECK, INC.",U517SU1EZGK9,"CHALMERS & KUBECK, INC.",U517SU1EZGK9
Y9KMLM1AFU63,Columbia,ROTRON INCORPORATED,N5KEKMFCWUR1,AMETEK INC.,N5KEKMFCWUR1
CMPLJR3G8K76,Columbia,FOLEY INC,CMPLJR3G8K76,FOLEY INC,CMPLJR3G8K76
H2X6CQSJHQL4,Columbia,WESTERN BRONZE INC,,,
YQXBZHMXEVE5,Columbia,THE MATHWORKS INC,YQXBZHMXEVE5,THE MATHWORKS INC,YQXBZHMXEVE5
PZK1KSXFFNX9,Columbia,FREEDOM POWER SYSTEMS INC,PX7XVJDX7TZ7,VICOR CORPORATION,PX7XVJDX7TZ7
RANZTST3FQU3,Columbia,SID TOOL CO INC,,,
TH91MD9B9RL7,Columbia,SSI MANUFACTURING TECHNOLOGIES CORP.,TH91MD9B9RL7,SSI MANUFACTURING TECHNOLOGIES CORP.,TH91MD9B9RL7
M6N3M8GCHLN5,Columbia,LAL ACQUISITION INC.,M6N3M8GCHLN5,LAL ACQUISITION INC.,M6N3M8GCHLN5
MUW4M1JLNY19,Columbia,DIXIE TANK COMPANY,,,
WN3KS9Z5JLK9,Columbia,"PRECISION MACHINE & GEAR, INC.",,,
ECVNHKM2CLS9,Columbia,"PICKERING INTERFACES, INC",ECVNHKM2CLS9,"PICKERING INTERFACES, INC",ECVNHKM2CLS9; R5RBSCTJTWZ6
Y3LKL3D6FNK9,Columbia,VIABLE POWER CONVERSION TECHNOLOGIES INC,,,
Z7K8HUMNCZ22,Columbia,TRIPLE CROWN CONSULTING LLC,Z7K8HUMNCZ22,TRIPLE CROWN CONSULTING LLC,Z7K8HUMNCZ22
MXDKLLXB3EK7,Columbia,B&G MANUFACTURING CO INC,MXDKLLXB3EK7,B&G MANUFACTURING CO INC,MXDKLLXB3EK7
QLNMVC12KWY3,Columbia,"LEIDOS, INC.",ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.",ZL41ERXMPAR3
U43WP4FHDJY3,Columbia,MARINE ELECTRIC SYSTEMS INC,,,
SBJMSMKJ9M93,Columbia,"Fitchburg Welding Co., Inc.",,,
ZWNLUCV7JET5,Columbia,TACOMA STEEL SUPPLY INCORPORATED,,,
K8W2J2DS9FN1,Columbia,"SYNOPSYS, INC.",K8W2J2DS9FN1,"SYNOPSYS, INC.",K8W2J2DS9FN1
FA62JCF2JGN7,Columbia,ENSAFE INC.,FA62JCF2JGN7,ENSAFE INC.,FA62JCF2JGN7
HKB9G8NZ5P66,Columbia,"TEAM INDUSTRIES, INC.",HKB9G8NZ5P66,"TEAM INDUSTRIES, INC.",HKB9G8NZ5P66
NXGLEN3CK1N6,Columbia,"DATACON, INC.",NXGLEN3CK1N6,"DATACON, INC.",NXGLEN3CK1N6
P2L5J5XEYCN3,Columbia,"INSIGHT DIRECT USA, INC.",YNHKC9SDFWB3,"Insight Enterprises, Inc.",YNHKC9SDFWB3
DWMEGPGHBGY5,Columbia,GENERAL DIGITAL CORPORATION,,,
M6CTHGC91RG4,Columbia,"MARTINEZ AND TUREK, INC.",,,
GMVJD1H9JQX8,Columbia,"MICROFLEX, INC.",GMVJD1H9JQX8,"MICROFLEX, INC.",GMVJD1H9JQX8
FDMCABKJFNE8,Columbia,"MINE SAFETY APPLIANCES COMPANY, LLC",HJG5ZSLCMTJ9,MSA Safety Incorporated,HJG5ZSLCMTJ9
YK46GJRH4W87,Columbia,"CONCURRENT REAL-TIME, INC.",YK46GJRH4W87,"CONCURRENT REAL-TIME, INC.",YK46GJRH4W87
C3B4GMUXK277,Columbia,BOWMAR LLC,,,
Q4T8FLKDSNQ3,Columbia,TREK CONNECT INC.,,,
HW3GLNH2M767,Columbia,INTEGRATED SECURITY & COMMUNICATIONS OF NEW JERSEY LLC,,,
WF99GAJKQAL5,Columbia,NTS LABS LLC,,,
UR64LG5YKUE8,Columbia,LYNN LADDER AND SCAFFOLDING CO INC,UR64LG5YKUE8,LYNN LADDER AND SCAFFOLDING CO INC,NPDPXRZGXXL3; UR64LG5YKUE8
QEP4TKLKQDV3,Columbia,"U.S. PIONEER, L.L.C.",QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",QEP4TKLKQDV3
KAFVDV3C5BN1,Columbia,"321GANG, LLC",,,
EZGFXRCDNAZ1,Columbia,GENERAL STANDARDS CORP,,,
MYKLJHTX3MM7,Columbia,"LEIDOS, INC.",ZL41ERXMPAR3,"LEIDOS HOLDINGS, INC.",ZL41ERXMPAR3
V212U2BEGU37,Columbia,"SAFARI MICRO, INC.",V212U2BEGU37,"SAFARI MICRO, INC.",V212U2BEGU37
F7J2BU8VKSL8,Columbia,"MCALLISTER TOWING AND TRANSPORTATION COMPANY, INC.",,,
QGB4RDYJNJT9,Columbia,ELLWOOD NATIONAL FORGE COMPANY,GKPGD2F1LKL5,"ELLWOOD GROUP, INC.",GKPGD2F1LKL5
CFLHPEP9NMU4,Columbia,HUBBS MACHINE & MANUFACTURING,,,
Q9M8VNB2F4F2,Columbia,"KONGSBERG UNDERWATER TECHNOLOGY, INC.",KLH4CY7HF3S5,Kongsberg Gruppen ASA,KLH4CY7HF3S5
RKDNDETJMQZ2,Columbia,Raytheon Bbn Technologies Corp.,KLW3ZYL15493,RAYTHEON COMPANY,KLW3ZYL15493
QC8RNVNLMA97,Columbia,BRUEL & KJAER NORTH AMERICA INC.,NSFAYV7YAJB1,,NSFAYV7YAJB1
D3TAPP57SEB4,Columbia,KEEN COMPRESSED GAS CO.,CY77FBY3EQM4,KEEN COMPRESSED GAS CO.,CY77FBY3EQM4
KTK2F491J6A8,Columbia,"SHAFT CURRENT SOLUTIONS, INC.",,,
TMDVSPNEFR69,Columbia,IVES EQUIPMENT CORPORATION,TMDVSPNEFR69,IVES EQUIPMENT CORPORATION,TMDVSPNEFR69
Z2XMD2USH373,Columbia,APCO TECHNOLOGIES ENGINEERING INC.,Z2XMD2USH373,APCO TECHNOLOGIES ENGINEERING INC.,Z2XMD2USH373
FH39KDCYBK21,Columbia,"Htp Meds, LLC",,,
N8D3ZCX4AXH3,Columbia,AIRGAS USA LLC,CL4ZKLFK5DR3,AIR LIQUIDE SA ETU EXPLOIT PROCE,CL4ZKLFK5DR3
